seq_id,sum.taxonomy,iter,ASV,sample,reads,tot,prob,Sequencing_depth_flag,rep,rep_type,pcr_rep,distances_id,sample_derived_from,rep_outlier_flag,occurrences_perASV,threshold_ASV_occ,TotalReadsperASV,threshold_nton_filt,tot_step14,Step14_read_depth_flag
05cde226a74ec07138cda2d9b03594fe,Eukaryota;Dinophyceae__p;Dinophyceae;NA;NA;NA;NA,run_example,ASV_7,sample1.3B,1500,34000,0.807990808309888,Ok,3,B,NA,18Sv4:3,NA,Not Replicate,5,4,27540,10,NA,Ok
05cde226a74ec07138cda2d9b03594fe,Eukaryota;Dinophyceae__p;Dinophyceae;NA;NA;NA;NA,run_example,ASV_7,sample2,10000,43201,0.9325249503519621,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,5,4,27540,10,NA,Ok
05cde226a74ec07138cda2d9b03594fe,Eukaryota;Dinophyceae__p;Dinophyceae;NA;NA;NA;NA,run_example,ASV_7,sample3,40,13990,0.14709037936646552,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,5,4,27540,10,NA,Ok
c6ab74535fde4b02df0329925beae4fe,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;NA;NA;NA,run_example,ASV_9,sample1.1B,800,16330,0.22583205982992563,Ok,1,B,NA,18Sv4:1,NA,Not Replicate,5,4,3350,10,NA,Ok
c6ab74535fde4b02df0329925beae4fe,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;NA;NA;NA,run_example,ASV_9,sample1.2B,1000,17827,0.2815588455231376,Ok,2,B,NA,18Sv4:2,NA,Not Replicate,5,4,3350,10,NA,Ok
c6ab74535fde4b02df0329925beae4fe,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;NA;NA;NA,run_example,ASV_9,sample1.3B,50,34000,0.807990808309888,Ok,3,B,NA,18Sv4:3,NA,Not Replicate,5,4,3350,10,NA,Ok
c6ab74535fde4b02df0329925beae4fe,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;NA;NA;NA,run_example,ASV_9,sample2,1000,43201,0.9325249503519621,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,5,4,3350,10,NA,Ok
c6ab74535fde4b02df0329925beae4fe,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;NA;NA;NA,run_example,ASV_9,sample3,500,13990,0.14709037936646552,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,5,4,3350,10,NA,Ok
a92ff015991848c989b2b3f4bb6c7cbf,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA,run_example,ASV_10,sample1.1B,200,16330,0.22583205982992563,Ok,1,B,NA,18Sv4:1,NA,Not Replicate,5,4,6900,10,NA,Ok
a92ff015991848c989b2b3f4bb6c7cbf,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA,run_example,ASV_10,sample1.2B,1000,17827,0.2815588455231376,Ok,2,B,NA,18Sv4:2,NA,Not Replicate,5,4,6900,10,NA,Ok
a92ff015991848c989b2b3f4bb6c7cbf,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA,run_example,ASV_10,sample1.3B,200,34000,0.807990808309888,Ok,3,B,NA,18Sv4:3,NA,Not Replicate,5,4,6900,10,NA,Ok
a92ff015991848c989b2b3f4bb6c7cbf,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA,run_example,ASV_10,sample2,500,43201,0.9325249503519621,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,5,4,6900,10,NA,Ok
a92ff015991848c989b2b3f4bb6c7cbf,Eukaryota;Dinophyceae__p;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA,run_example,ASV_10,sample3,5000,13990,0.14709037936646552,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,5,4,6900,10,NA,Ok
767143ab9acc72eb9ea4e88cc509485d,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gracilis,run_example,ASV_11,sample1.1B,0,16330,0.22583205982992563,Ok,1,B,NA,18Sv4:1,NA,Not Replicate,2,2,3,2,NA,Ok
767143ab9acc72eb9ea4e88cc509485d,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gracilis,run_example,ASV_11,sample1.2B,2,17827,0.2815588455231376,Ok,2,B,NA,18Sv4:2,NA,Not Replicate,2,2,3,2,NA,Ok
767143ab9acc72eb9ea4e88cc509485d,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gracilis,run_example,ASV_11,sample1.3B,0,34000,0.807990808309888,Ok,3,B,NA,18Sv4:3,NA,Not Replicate,2,2,3,2,NA,Ok
767143ab9acc72eb9ea4e88cc509485d,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gracilis,run_example,ASV_11,sample2,1,43201,0.9325249503519621,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,2,2,3,2,NA,Ok
767143ab9acc72eb9ea4e88cc509485d,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia gracilis,run_example,ASV_11,sample3,0,13990,0.14709037936646552,Ok,NA,NA,NA,18Sv4,NA,Not Replicate,2,2,3,2,NA,Ok
